filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,Fc_glycan_rmsd_after_reset,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,Fc_glycan_rmsd,rama
50_sugar_small_moves_782.pdb,87.5,2.15405841638,0.297,0.393,-48.330,-49.5924990119,10.0740180219,-8,-65.915,-200.091,-469.0,681.935,-2748.467,636.409396195,11.3916640195,3.90346365303,-39.9227872638,0.0,29.369,-111.099,-312.815,9.41767292738,-5.81591791779,41.24,-1879.99258165,-5.889,1547.236,68.0,-32.392,454,-49.297,553.549,-2634.85932035,293.443,60.812,0,8.46480967296,-61.735
50_sugar_small_moves_632.pdb,100.0,4.56420714998,0.296,0.331,-48.330,-68.4187063065,-7.97573349138,-7,-67.192,-200.091,-487.05,681.076,-2756.412,101.138960056,8.07768383221,3.10348575924,-37.5126385301,0.0,27.877,-111.099,-311.673,1.83885394497,-9.12989810503,83.51,-2415.26301779,-5.889,1550.733,40.0,-32.392,455,-48.701,551.422,-2653.68552764,283.921,60.812,1,1.52363639131,-61.735
50_sugar_small_moves_576.pdb,87.5,2.15676764542,0.298,0.484,-48.330,19.3893591097,-4.73172193969,-9,-65.605,-200.091,-483.8,681.056,-2741.835,694.302890569,9.83163122857,2.7349009771,-39.9200780347,0.0,27.617,-111.099,-312.105,2.92032629106,-7.37595070866,45.36,-1822.09908728,-5.889,1537.210,74.0,-32.392,453,-48.536,551.688,-2565.87746223,284.649,60.812,0,3.64886521921,-61.735
50_sugar_small_moves_156.pdb,100.0,3.12944144517,0.298,0.239,-48.330,-71.875908788,-7.16231957793,-6,-67.546,-200.091,-486.23,680.991,-2749.848,275.552822772,9.70395749261,3.10121304946,-38.947404235,0.0,25.634,-111.099,-311.963,2.10824025633,-7.50362444463,72.16,-2240.84915507,-5.889,1547.608,46.0,-32.392,456,-48.515,551.605,-2657.14273012,283.987,60.812,0,2.13778420717,-61.735
50_sugar_small_moves_379.pdb,87.5,1.80431573358,0.298,0.239,-48.330,-119.406266382,-5.37087837222,-8,-66.910,-200.091,-484.44,682.477,-2745.438,639.050839541,9.20171237803,3.66080882791,-40.2725299466,0.0,26.996,-111.099,-311.901,7.53499019521,-8.00586955921,44.33,-1877.3511383,-5.889,1542.986,58.0,-32.392,454,-48.448,551.199,-2704.67308772,282.784,60.812,0,6.54602413115,-61.735
50_sugar_small_moves_297.pdb,75.0,2.37717238936,0.298,0.527,-48.330,-173.655078885,78.9760653898,-15,-65.448,-200.091,-400.1,683.632,-2748.642,447.903776126,32.7393935672,4.17143777016,-39.6996732908,0.0,44.404,-111.099,-312.025,10.9898764811,15.5318116299,49.48,-2068.49820172,-5.889,1549.044,72.0,-32.392,447,-47.734,562.228,-2758.92190022,332.344,60.812,0,9.24081428779,-61.735
50_sugar_small_moves_755.pdb,87.5,4.0584239714,0.298,0.301,-48.330,-122.486981951,13.1373703665,-5,-67.181,-200.091,-465.93,682.155,-2746.530,247.558137178,13.6005189943,4.73465374821,-38.0184217087,0.0,32.879,-111.099,-312.507,4.51594720798,-3.60706294298,54.64,-2268.84384067,-5.889,1548.518,58.0,-32.392,457,-48.958,550.675,-2707.75380329,293.140,60.812,0,5.15610700517,-61.735
50_sugar_small_moves_36.pdb,100.0,2.32989364611,0.296,0.331,-48.330,-47.9770377702,-10.5065188867,-10,-65.625,-200.091,-489.58,680.226,-2744.106,563.109073784,10.7859655296,2.51010761911,-39.746952034,0.0,25.733,-111.099,-311.880,2.39232082532,-6.42161640767,55.67,-1953.29290406,-5.889,1540.096,58.0,-32.392,452,-48.572,552.133,-2633.24385911,280.515,60.812,0,2.557315453,-61.735
50_sugar_small_moves_188.pdb,100.0,1.9114234947,0.296,0.800,-48.330,13.588691406,-8.49977334974,-2,-67.313,-200.896,-487.57,682.249,-2759.340,214.324485133,4.44204486883,2.41183388367,-40.1654221854,0.0,27.837,-111.099,-314.345,1.70674635989,-12.7655370684,81.44,-2302.07749271,-5.889,1554.347,52.0,-32.392,460,-50.612,555.907,-2571.67812993,282.133,60.812,1,1.8425898292,-61.735
50_sugar_small_moves_440.pdb,87.5,2.96799917564,0.296,0.331,-48.330,-7.17895033539,-1.0483756337,-11,-66.348,-200.091,-480.12,679.690,-2741.843,664.663026594,10.001667172,3.39755958062,-39.1088465045,0.0,28.510,-111.099,-311.407,2.27943563523,-7.20591476528,54.64,-1851.73895125,-5.889,1537.152,76.0,-32.392,451,-46.709,556.812,-2592.44577167,282.121,60.812,0,2.78531938359,-61.735
50_sugar_small_moves_830.pdb,75.0,1.04647594772,0.296,0.331,-48.330,2.30015002872,-9.52579552667,-11,-66.441,-200.091,-488.6,681.368,-2749.753,340.543477475,7.99957855484,3.37924010917,-41.0303697324,0.0,29.063,-111.099,-311.602,2.89679563027,-9.20800338239,63.92,-2175.85850037,-5.889,1542.290,54.0,-32.392,451,-48.164,550.762,-2582.96667131,281.976,60.812,0,3.13745721663,-61.735
