filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,atom_pair_constraint,Fc_glycan_rmsd,rama
50_sugar_small_moves_624.pdb,100.0,0.441445097672,0.254,0.280,-48.447,-41.8222699111,7.01184648947,1,-62.494,-202.605,-541.7,663.667,-2748.657,-97.9529274413,4.52853059837,-38.8042072253,0.0,24.716,-109.226,-298.168,0.00297191596,-15.6322747598,97.03,-2614.35490529,-5.845,1547.653,40.0,-32.392,450,-47.651,498.457,-2615.18530192,281.941,59.510,2,1.597,0.676792947723,-64.288
50_sugar_small_moves_298.pdb,100.0,0.28526484486,0.254,0.167,-48.447,-33.4618712983,5.06032308368,-1,-62.400,-201.913,-543.65,665.142,-2747.972,-118.769826253,4.14816804924,-38.9603874781,0.0,25.280,-109.226,-297.668,0.00297191596,-16.012637309,98.02,-2635.1718041,-5.845,1545.212,40.0,-32.392,448,-47.519,497.786,-2606.8249033,279.390,59.510,2,1.279,0.580361050737,-64.288
50_sugar_small_moves_477.pdb,100.0,0.490735836785,0.254,0.264,-48.447,-16.1877659149,4.11034840442,1,-62.641,-202.661,-544.6,664.503,-2747.381,-46.0733877626,4.34912530376,-38.7549164862,0.0,25.041,-109.226,-296.762,0.00297191596,-15.8116800545,98.02,-2562.47536561,-5.845,1544.486,42.0,-32.392,450,-47.536,498.206,-2589.55079792,279.044,59.510,2,1.271,0.524727759773,-64.288
50_sugar_small_moves_458.pdb,100.0,0.485882161796,0.246,0.167,-48.447,-44.6002212757,5.27515044567,-1,-62.374,-202.793,-543.43,665.228,-2749.348,-64.2836799998,4.54685285065,-38.7597701612,0.0,25.235,-109.226,-297.287,0.00297191596,-15.6139525076,98.02,-2580.68565784,-5.845,1546.749,40.0,-32.392,448,-47.727,497.916,-2617.96325328,279.902,59.510,2,1.340,0.562394609634,-64.288
50_sugar_small_moves_651.pdb,100.0,0.0841231957479,0.246,0.167,-48.447,-11.32699292,4.85352161552,0,-62.559,-202.791,-543.86,665.574,-2749.218,-96.0504254724,3.43032193045,-39.1615291272,0.0,26.247,-109.226,-297.597,0.00297191596,-16.7304834278,99.01,-2612.45240332,-5.845,1545.971,32.0,-32.392,449,-47.348,498.142,-2584.69002493,279.105,59.510,2,0.892,0.625969811116,-64.288
50_sugar_small_moves_51.pdb,100.0,0.508948159783,0.246,0.264,-48.447,-46.0692067295,4.03254183005,0,-62.418,-202.786,-544.68,664.873,-2746.963,-64.1366457066,3.92514582576,-38.7367041632,0.0,24.615,-109.226,-297.174,0.00297191596,-16.2356595325,97.03,-2580.53862355,-5.845,1544.764,44.0,-32.392,449,-47.481,497.821,-2619.43223873,279.092,59.510,2,1.158,0.594016839943,-64.288
50_sugar_small_moves_415.pdb,100.0,0.77895773805,0.246,0.167,-48.447,-47.9059912343,8.4301322915,-3,-62.240,-201.913,-540.28,664.786,-2746.117,-121.661650655,8.06999418324,-38.4666945849,0.0,25.497,-109.226,-296.106,0.00297191596,-12.090811175,96.04,-2638.0636285,-5.845,1543.522,48.0,-32.392,446,-46.670,498.577,-2621.26902324,279.886,59.510,2,0.773,0.614774668159,-64.288
50_sugar_small_moves_973.pdb,85.71,-1.07152149026,0.246,0.167,-48.447,-11.5155117503,8.39012210856,2,-63.784,-202.739,-540.32,666.917,-2756.619,-144.32176454,5.01439253781,-40.3171738132,0.0,25.810,-109.226,-301.898,0.00297191596,-15.1464128204,98.02,-2660.72374238,-5.845,1554.995,50.0,-32.392,451,-47.040,499.055,-2584.87854376,283.959,59.510,2,1.301,0.749920814837,-64.288
50_sugar_small_moves_307.pdb,100.0,0.758773398524,0.254,0.167,-48.447,-37.6506615031,5.44206495658,0,-62.719,-202.717,-543.27,664.825,-2749.160,-93.0297492294,3.91393186462,-38.4868789245,0.0,26.643,-109.226,-297.714,0.00297191596,-16.2468734936,99.01,-2609.43172707,-5.845,1545.745,40.0,-32.392,449,-48.247,498.024,-2611.01369351,281.559,59.510,2,0.760,0.506326012949,-64.288
50_sugar_small_moves_773.pdb,100.0,0.351474221706,0.254,0.280,-48.447,-21.4065951451,12.1707593245,0,-62.783,-202.187,-536.54,666.426,-2749.320,-75.9078055287,7.63736791815,-38.8941781013,0.0,25.775,-109.226,-295.988,0.00297191596,-12.5234374401,99.01,-2592.30978337,-5.845,1547.016,46.0,-32.392,449,-45.538,498.623,-2594.76962715,281.055,59.510,2,0.535,0.593939330267,-64.288
50_sugar_small_moves_743.pdb,100.0,0.527798560257,0.254,0.167,-48.447,-25.2282534024,7.7329471086,-2,-62.776,-202.258,-540.98,664.704,-2746.714,-52.7849466814,6.23501387913,-38.7178537627,0.0,25.707,-109.226,-296.712,0.00297191596,-13.9257914791,98.02,-2569.18692453,-5.845,1544.256,40.0,-32.392,447,-46.031,498.366,-2598.59128541,279.534,59.510,2,1.213,0.586872547957,-64.288
50_sugar_small_moves_114.pdb,100.0,0.443508416969,0.254,0.167,-48.447,-16.0742962425,6.38446318943,2,-63.262,-202.308,-542.33,664.312,-2748.859,-100.178974668,3.75178014807,-38.802143906,0.0,26.819,-109.226,-297.992,0.00297191596,-16.4090252101,99.01,-2616.58095251,-5.845,1547.053,44.0,-32.392,451,-48.029,498.179,-2589.43732825,281.546,59.510,2,0.481,0.662475175778,-64.288
50_sugar_small_moves_969.pdb,100.0,0.349288715203,0.246,0.167,-48.447,-24.5336123602,5.22824817463,0,-62.364,-202.906,-543.48,664.624,-2748.070,-127.11366363,4.14552477677,-38.8963636078,0.0,26.321,-109.226,-297.413,0.00297191596,-16.0152805814,98.02,-2643.51564148,-5.845,1545.184,52.0,-32.392,449,-47.371,498.169,-2597.89664437,279.842,59.510,2,0.776,0.53881693063,-64.288
50_sugar_small_moves_717.pdb,100.0,0.218163589206,0.246,0.167,-48.447,-9.12901058725,10.3753868748,-3,-62.479,-202.780,-538.33,665.397,-2751.698,-50.1885561011,6.54519626562,-39.0274887338,0.0,26.968,-109.226,-298.705,0.00297191596,-13.6156090926,97.03,-2566.59053395,-5.845,1548.142,38.0,-32.392,446,-46.334,498.937,-2582.49204259,282.560,59.510,2,1.930,0.668730931839,-64.288
50_sugar_small_moves_493.pdb,100.0,0.288706876151,0.254,0.167,-48.447,-29.7377110115,5.31160050838,0,-63.777,-201.913,-543.4,665.072,-2747.982,-116.327272871,2.68352302876,-38.9569454468,0.0,27.145,-109.226,-297.330,0.00297191596,-17.4772823295,96.04,-2632.72925072,-5.845,1545.877,44.0,-32.392,449,-47.914,497.984,-2603.10074302,279.041,59.510,2,0.664,0.593838684829,-64.288
50_sugar_small_moves_82.pdb,100.0,0.465456197222,0.254,0.167,-48.447,-7.16200900622,9.471096748,0,-61.745,-203.276,-539.24,665.021,-2749.484,-89.8892735865,5.49397893457,-38.7801961258,0.0,26.348,-109.226,-297.556,0.00297191596,-14.6668264236,96.04,-2606.29125143,-5.845,1547.785,56.0,-32.392,449,-46.801,498.054,-2580.52504101,280.579,59.510,2,2.103,0.683607205612,-64.288
50_sugar_small_moves_626.pdb,85.71,0.502418888539,0.254,0.167,-48.447,-5.5115946375,8.49167505723,-2,-62.871,-201.913,-540.22,664.128,-2744.711,13.7992711979,6.63642188446,-38.7432334344,0.0,25.409,-109.226,-296.876,0.00297191596,-13.5243834737,93.07,-2502.60270665,-5.845,1542.192,54.0,-32.392,447,-46.026,498.092,-2578.87462664,281.205,59.510,1,1.418,0.859655933902,-64.288
50_sugar_small_moves_361.pdb,100.0,0.726210391934,0.246,0.167,-48.447,-36.8387808772,10.3715407655,-2,-62.763,-201.913,-538.34,665.136,-2745.597,-21.6359314088,8.13656478141,-38.519441931,0.0,26.058,-109.226,-295.937,0.00297191596,-12.0242405768,96.04,-2538.03790925,-5.845,1542.836,44.0,-32.392,447,-45.271,498.273,-2610.20181288,280.078,59.510,2,1.035,0.691779749806,-64.288
