filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,Fc_glycan_rmsd,rama
50_sugar_small_moves_411.pdb,100.0,3.07628807897,0.298,0.484,-48.330,-49.2048187214,-19.3230750779,-2,-68.232,-200.860,-498.39,680.706,-2761.903,-36.1644166822,5.62743280829,-39.0005576012,0.0,23.918,-111.099,-314.848,0.355130958363,-11.580149129,95.88,-2552.56639453,-5.889,1557.387,44.0,-32.392,460,-50.859,549.775,-2634.47164006,284.372,60.812,2,0.923056580718,-61.735
50_sugar_small_moves_431.pdb,100.0,0.382534468905,0.298,0.331,-48.330,38.4229813326,-19.3511025408,-4,-67.461,-200.771,-498.42,680.666,-2756.601,81.6502878335,4.88418930301,-41.6943112112,0.0,24.810,-111.099,-312.354,0.341445906765,-12.3233926342,93.81,-2434.75169001,-5.889,1550.632,34.0,-32.392,458,-50.638,551.152,-2546.84384,280.146,60.812,1,0.813873195836,-61.735
50_sugar_small_moves_291.pdb,100.0,0.372819289716,0.298,0.331,-48.330,40.8276649479,-16.5008978908,-5,-67.531,-200.219,-495.57,681.155,-2762.587,38.6780243569,5.90090113729,-41.7040263904,0.0,26.100,-111.099,-311.729,0.354943286476,-11.3066807999,96.91,-2477.72395349,-5.889,1556.334,42.0,-32.392,457,-50.825,550.367,-2544.43915639,281.367,60.812,2,0.783999065879,-61.735
50_sugar_small_moves_715.pdb,87.5,0.744404092693,0.298,0.331,-48.330,18.4136192166,-17.3189046648,-8,-67.115,-200.091,-496.39,680.513,-2748.319,279.528248415,8.15321588393,-41.3324415874,0.0,23.881,-111.099,-310.460,0.341736187036,-9.05436605331,80.41,-2236.87372943,-5.889,1541.435,42.0,-32.392,454,-47.841,550.661,-2566.85320212,278.951,60.812,0,1.26762180767,-61.735
50_sugar_small_moves_1000.pdb,100.0,0.485330091794,0.298,0.331,-48.330,-1.11742960026,-21.4322621467,1,-68.453,-200.767,-500.5,680.428,-2765.514,-20.1390594721,2.98541589,-41.5915155883,0.0,24.836,-111.099,-314.033,0.341753577534,-14.2221660472,98.97,-2536.54103732,-5.889,1560.533,26.0,-32.392,463,-52.468,550.719,-2586.38425094,282.220,60.812,2,0.619439422642,-61.735
50_sugar_small_moves_920.pdb,100.0,0.16354959875,0.298,0.331,-48.330,-33.5399844785,-16.7002751026,-8,-67.068,-200.091,-495.77,680.694,-2754.134,84.3322460893,7.37765981743,-41.9132960814,0.0,24.229,-111.099,-311.420,0.355094594426,-9.82992211981,85.57,-2432.06973176,-5.889,1547.569,38.0,-32.392,454,-49.205,551.062,-2618.80680581,280.597,60.812,0,0.846829893195,-61.735
50_sugar_small_moves_311.pdb,100.0,0.296723516318,0.298,0.331,-48.330,14.4483009692,-23.9237578586,-1,-68.431,-200.810,-502.99,679.393,-2763.134,11.6892612165,2.03688967085,-41.7801221638,0.0,24.262,-111.099,-313.257,0.341445906765,-15.1706922664,98.97,-2504.71271663,-5.889,1558.047,28.0,-32.392,461,-51.185,549.463,-2570.81852037,280.662,60.812,2,0.560787153662,-61.735
50_sugar_small_moves_976.pdb,100.0,0.598983863395,0.298,0.331,-48.330,-12.7996319296,-23.695788893,0,-68.504,-200.875,-502.77,681.701,-2763.372,14.9840705074,2.39496387325,-41.4778618167,0.0,23.178,-111.099,-313.578,0.355107471499,-14.812618064,96.91,-2501.41790734,-5.889,1558.002,32.0,-32.392,462,-52.913,551.219,-2598.06645327,280.379,60.812,2,0.839924920425,-61.735
50_sugar_small_moves_639.pdb,100.0,0.597131534901,0.298,0.331,-48.330,-38.6819106234,-22.6884040283,-2,-68.694,-200.361,-501.76,680.974,-2761.541,16.1888131124,3.97229301713,-41.4797141452,0.0,22.479,-111.099,-312.468,0.341753577534,-13.2352889201,96.91,-2500.21316473,-5.889,1555.647,40.0,-32.392,460,-51.453,551.054,-2623.94873196,280.608,60.812,2,0.665809506772,-61.735
50_sugar_small_moves_467.pdb,100.0,0.527910243894,0.298,0.331,-48.330,-18.5405007746,-20.8918652221,-2,-68.570,-200.891,-499.96,681.348,-2764.827,-37.1702693227,3.57244192521,-41.5489354362,0.0,24.855,-111.099,-312.963,0.341471405197,-13.635140012,100.0,-2553.57224717,-5.889,1558.329,36.0,-32.392,460,-50.950,550.920,-2603.80732211,280.790,60.812,2,0.557715680051,-61.735
50_sugar_small_moves_177.pdb,100.0,0.4194133724,0.298,0.331,-48.330,41.8795787666,-23.7407361255,0,-69.307,-200.793,-502.81,680.008,-2765.181,13.4324340172,1.75532278365,-41.6574323077,0.0,23.691,-111.099,-314.263,0.354903640464,-15.4522591536,100.0,-2502.96954383,-5.889,1559.843,38.0,-32.392,462,-52.836,550.658,-2543.38724257,283.371,60.812,2,0.69041830852,-61.735
50_sugar_small_moves_233.pdb,100.0,0.534640936863,0.298,0.331,-48.330,-15.8915719052,-25.0937424406,2,-68.468,-201.541,-504.16,680.526,-2764.055,-13.814490469,1.66961465168,-41.5422047433,0.0,23.619,-111.099,-314.369,0.355130958363,-15.5379672856,98.97,-2530.21646831,-5.889,1560.387,34.0,-32.392,464,-52.908,549.940,-2601.15839324,280.710,60.812,2,0.919642584186,-61.735
50_sugar_small_moves_812.pdb,100.0,0.555979296899,0.298,0.331,-48.330,22.0577115544,-19.8825893498,-4,-67.730,-200.797,-498.95,682.751,-2754.133,229.650190267,4.60581183883,-41.5208663832,0.0,23.609,-111.099,-312.294,0.355097428476,-12.6017700984,81.44,-2286.75178758,-5.889,1547.526,42.0,-32.392,458,-51.087,551.044,-2563.20910978,280.160,60.812,1,1.54844129478,-61.735
50_sugar_small_moves_825.pdb,100.0,0.731775067028,0.298,0.331,-48.330,11.7470742784,-20.5024117835,-5,-67.982,-200.842,-499.57,679.528,-2759.679,70.3187725715,5.3437155606,-41.3450706131,0.0,22.964,-111.099,-312.949,0.341736187036,-11.8638663766,96.91,-2446.08320527,-5.889,1554.614,30.0,-32.392,457,-50.548,551.010,-2573.51974706,282.316,60.812,1,0.654055934732,-61.735
50_sugar_small_moves_706.pdb,100.0,0.36946315249,0.298,0.331,-48.330,-39.9326523504,-17.3068939416,-3,-67.995,-200.699,-496.38,680.611,-2760.107,53.8902753322,4.7036662551,-41.7073825276,0.0,24.067,-111.099,-312.905,0.341764411745,-12.5039156821,86.6,-2462.51170251,-5.889,1555.330,50.0,-32.392,459,-51.053,551.104,-2625.19947369,283.275,60.812,1,1.21499008225,-61.735
50_sugar_small_moves_659.pdb,100.0,1.23456805864,0.298,0.331,-48.330,-54.0928188526,-18.6698995996,-3,-68.273,-200.091,-497.74,680.535,-2761.913,-6.8460733835,5.60689853313,-40.8422776215,0.0,23.418,-111.099,-312.950,0.341754108977,-11.6006834041,92.78,-2523.24805123,-5.889,1556.545,40.0,-32.392,459,-50.754,550.824,-2639.35964019,282.922,60.812,1,0.799331575689,-61.735
50_sugar_small_moves_146.pdb,87.5,0.297277367208,0.298,0.331,-48.330,17.8393050514,-18.7562255119,-7,-67.058,-200.091,-497.83,680.799,-2748.936,373.744937891,6.59404747891,-41.7795683129,0.0,23.706,-111.099,-311.345,0.354899796644,-10.6135344583,75.26,-2142.65703995,-5.889,1542.756,40.0,-32.392,455,-49.633,550.852,-2567.42751628,279.127,60.812,0,1.72235095868,-61.735
50_sugar_small_moves_875.pdb,87.5,-0.00326616515304,0.298,0.331,-48.330,35.6569369919,-21.6207804948,-3,-67.868,-200.718,-500.69,679.836,-2757.489,23.7845868583,4.39986044068,-42.0801118453,0.0,23.770,-111.099,-312.930,0.355129000919,-12.8077214966,94.85,-2492.61739099,-5.889,1551.987,28.0,-32.392,459,-50.775,550.607,-2549.60988434,280.891,60.812,1,0.904324084734,-61.735
50_sugar_small_moves_171.pdb,100.0,2.13694421721,0.298,0.331,-48.330,1.27588222535,-20.7778659933,-3,-67.153,-200.838,-499.85,680.517,-2759.963,78.9984733531,5.62672727259,-39.9399014629,0.0,22.036,-111.099,-314.041,0.341753442634,-11.5808546646,97.94,-2437.40350449,-5.889,1555.794,40.0,-32.392,459,-51.513,550.807,-2583.99093911,282.510,60.812,1,0.712203708151,-61.735
50_sugar_small_moves_722.pdb,100.0,0.390537692977,0.298,0.331,-48.330,16.5843590201,-23.0032940311,-4,-68.140,-200.853,-502.07,680.478,-2759.596,22.7985301301,3.25852279464,-41.6863079872,0.0,22.538,-111.099,-313.501,0.341764411745,-13.9490591426,97.94,-2493.60344771,-5.889,1555.134,30.0,-32.392,458,-50.988,550.469,-2568.68246232,280.386,60.812,1,0.691590604062,-61.735
50_sugar_small_moves_376.pdb,87.5,0.578625841793,0.298,0.331,-48.330,52.5695187526,-17.5559035722,-4,-67.378,-200.797,-496.63,681.013,-2753.969,235.143804134,4.00151429159,-41.4982198383,0.0,26.396,-111.099,-311.933,0.341735499656,-13.2060676457,81.44,-2281.25817371,-5.889,1546.929,52.0,-32.392,458,-50.453,551.378,-2532.69730258,280.191,60.812,1,1.88687806304,-61.735
50_sugar_small_moves_204.pdb,100.0,0.643408327965,0.298,0.331,-48.330,6.774840679,-19.7967100217,-5,-68.293,-200.091,-498.87,680.702,-2760.185,32.0295610298,5.2087797488,-41.4334373522,0.0,23.819,-111.099,-312.714,0.355087047651,-11.9988021884,95.88,-2484.37241682,-5.889,1553.919,26.0,-32.392,457,-50.583,550.973,-2578.49198066,281.591,60.812,1,0.77480649785,-61.735
50_sugar_small_moves_164.pdb,100.0,2.53068341361,0.298,0.331,-48.330,-33.3935785038,-15.6693994585,-8,-67.007,-200.091,-494.74,679.244,-2754.971,107.133599774,8.41322947073,-39.5461622665,0.0,22.261,-111.099,-312.533,0.341753442634,-8.79435246651,90.72,-2409.26837807,-5.889,1550.911,34.0,-32.392,454,-48.526,550.698,-2618.66039984,283.276,60.812,0,0.803555747023,-61.735
50_sugar_small_moves_372.pdb,100.0,0.719984716659,0.298,0.331,-48.330,8.46096060574,-20.323939069,-4,-68.269,-200.927,-499.4,681.808,-2761.235,42.1934742933,5.12649541969,-41.3568609635,0.0,23.284,-111.099,-312.349,0.355130958363,-12.0810865175,97.94,-2474.20850355,-5.889,1555.383,36.0,-32.392,458,-50.210,550.726,-2576.80586073,280.398,60.812,1,0.653536918099,-61.735
50_sugar_small_moves_629.pdb,100.0,0.484921808068,0.298,0.331,-48.330,43.573339357,-22.363521985,-1,-68.646,-200.599,-501.43,680.653,-2761.775,58.0040474072,1.13723280891,-41.5919238721,0.0,26.019,-111.099,-313.886,0.355107471499,-16.0703491283,96.91,-2458.39793044,-5.889,1556.697,34.0,-32.392,461,-52.360,549.995,-2541.69348198,280.472,60.812,2,0.72406208416,-61.735
50_sugar_small_moves_338.pdb,100.0,0.197974302998,0.298,0.331,-48.330,23.6269719914,-21.6053328902,-2,-68.279,-200.936,-500.68,680.904,-2766.237,11.5606110581,3.3874270341,-41.8788713771,0.0,24.265,-111.099,-312.831,0.355157234542,-13.8201549031,100.0,-2504.84136679,-5.889,1559.992,40.0,-32.392,460,-51.721,550.435,-2561.63984935,281.736,60.812,2,0.634937751973,-61.735
50_sugar_small_moves_181.pdb,100.0,0.472104102213,0.298,0.393,-48.330,30.0680126331,-19.2456037272,-6,-67.494,-200.867,-498.32,681.158,-2755.652,228.858803685,4.80038050636,-41.6047415779,0.0,25.125,-111.099,-311.616,0.341445906765,-12.4072014309,84.54,-2287.54317416,-5.889,1549.372,50.0,-32.392,456,-50.325,550.069,-2555.1988087,279.857,60.812,1,1.26205676746,-61.735
50_sugar_small_moves_378.pdb,87.5,2.34316045479,0.298,0.331,-48.330,6.02521012973,-20.4640981904,-3,-67.954,-200.871,-499.54,681.470,-2756.522,124.9887912,4.72433638778,-39.7336852253,0.0,22.529,-111.099,-313.048,0.355130958363,-12.4832455495,96.91,-2391.41318664,-5.889,1551.735,36.0,-32.392,459,-50.881,551.368,-2579.24161121,280.643,60.812,1,0.843766922847,-61.735
50_sugar_small_moves_77.pdb,100.0,0.60032400207,0.298,0.331,-48.330,33.5154878129,-20.9581177348,-2,-68.372,-200.700,-500.03,680.588,-2763.431,5.74752436718,2.91992661267,-41.4765216781,0.0,24.376,-111.099,-312.514,0.355130958363,-14.2876553246,98.97,-2510.65445348,-5.889,1557.685,34.0,-32.392,460,-51.689,551.052,-2551.75133352,280.981,60.812,2,0.693273719633,-61.735
50_sugar_small_moves_121.pdb,100.0,2.4423372713,0.298,0.331,-48.330,-21.0169911138,-21.9937503015,-1,-68.171,-200.922,-501.06,681.423,-2763.720,27.9947088651,3.31937065664,-39.6345084088,0.0,23.312,-111.099,-314.571,0.341478251019,-13.8882112806,97.94,-2488.40726898,-5.889,1558.659,34.0,-32.392,461,-52.281,551.321,-2606.28381245,281.887,60.812,2,0.702333392344,-61.735
50_sugar_small_moves_88.pdb,100.0,0.398511236806,0.298,0.331,-48.330,47.3101435846,-19.4631352953,-1,-68.600,-200.854,-498.53,681.145,-2759.047,74.611305147,2.875646008,-41.6783344433,0.0,25.836,-111.099,-312.883,0.341598857411,-14.3319359292,94.85,-2441.7906727,-5.889,1554.535,44.0,-32.392,461,-51.995,550.765,-2537.95667775,280.567,60.812,2,0.658104745475,-61.735
50_sugar_small_moves_909.pdb,100.0,0.361811966552,0.298,0.331,-48.330,30.8533487404,-23.5676503853,-3,-68.019,-200.922,-502.64,680.110,-2761.567,29.713338458,2.54512550601,-41.7150337136,0.0,23.648,-111.099,-312.051,0.355157234542,-14.6624564312,98.97,-2486.68863939,-5.889,1555.528,32.0,-32.392,459,-50.631,550.654,-2554.4134726,278.616,60.812,2,0.567028356771,-61.735
50_sugar_small_moves_781.pdb,100.0,0.380250283284,0.298,0.331,-48.330,23.0149432003,-20.370713175,-1,-68.290,-200.736,-499.44,681.011,-2762.446,-4.39905195903,3.65526179863,-41.6965953968,0.0,25.178,-111.099,-313.015,0.341753577534,-13.5523201386,97.94,-2520.8010298,-5.889,1556.986,40.0,-32.392,461,-51.724,551.271,-2562.25187814,280.328,60.812,2,0.555423769563,-61.735
50_sugar_small_moves_652.pdb,100.0,0.20178776158,0.298,0.331,-48.330,-16.7212471325,-23.9385905458,3,-68.269,-201.108,-503.01,681.354,-2764.071,28.2700132228,2.88086944162,-41.8750579185,0.0,22.434,-111.099,-313.484,0.354893991151,-14.3267124956,98.97,-2488.13196462,-5.889,1559.638,36.0,-32.392,465,-52.446,550.633,-2601.98806847,280.314,60.812,2,0.722871640377,-61.735
50_sugar_small_moves_732.pdb,87.5,0.654184995338,0.298,0.331,-48.330,-1.22868852231,-20.3208437458,-2,-68.202,-200.683,-499.39,680.849,-2760.877,61.6548030242,4.60294831099,-41.4226606848,0.0,23.630,-111.099,-312.570,0.341466158421,-12.6046336262,96.91,-2454.74717482,-5.889,1554.869,34.0,-32.392,460,-50.802,551.094,-2586.49550986,281.305,60.812,2,0.718603179367,-61.735
50_sugar_small_moves_960.pdb,100.0,0.464237136157,0.298,0.331,-48.330,0.667856056076,-22.9414472715,-3,-68.469,-200.898,-502.01,681.098,-2759.821,-3.15852622582,3.71086507945,-41.612608544,0.0,23.553,-111.099,-312.696,0.355107471499,-13.4967168578,98.97,-2519.56050407,-5.889,1555.768,46.0,-32.392,459,-51.114,550.246,-2584.59896528,278.325,60.812,2,0.628236200058,-61.735
50_sugar_small_moves_503.pdb,100.0,0.226248625645,0.298,0.331,-48.330,28.4386895987,-17.1796544041,-6,-67.360,-200.486,-496.25,681.201,-2755.669,66.1269648864,6.23139560665,-41.8505970545,0.0,25.631,-111.099,-311.376,0.341764411745,-10.9761863306,90.72,-2450.27501296,-5.889,1548.153,44.0,-32.392,456,-49.029,549.880,-2556.82813174,280.809,60.812,1,0.912474921478,-61.735
50_sugar_small_moves_911.pdb,100.0,0.509023403122,0.298,0.331,-48.330,41.8473483531,-18.9054449768,0,-68.729,-200.933,-497.98,680.689,-2769.181,-72.5964272454,1.76199078416,-41.567822277,0.0,25.769,-111.099,-314.615,0.354906233759,-15.4455911531,100.0,-2588.99840509,-5.889,1562.883,36.0,-32.392,462,-52.846,551.925,-2543.41947298,285.066,60.812,2,0.671770282653,-61.735
50_sugar_small_moves_400.pdb,87.5,0.395724927947,0.298,0.331,-48.330,44.166456536,-18.0852950463,-6,-67.445,-200.827,-497.16,681.634,-2758.130,127.264762601,4.236204496,-41.6811207522,0.0,24.633,-111.099,-312.476,0.355157234542,-12.9713774412,93.81,-2389.13721524,-5.889,1552.161,38.0,-32.392,456,-50.419,550.958,-2541.1003648,280.758,60.812,1,1.02693622133,-61.735
50_sugar_small_moves_900.pdb,100.0,0.707649125582,0.298,0.331,-48.330,-26.0458974933,-21.9906597877,-2,-68.461,-200.847,-501.06,681.438,-2761.072,21.0208773803,3.81921622417,-41.3691965545,0.0,23.416,-111.099,-312.280,0.355087047651,-13.3883657131,97.94,-2495.38110046,-5.889,1554.646,40.0,-32.392,460,-50.983,550.261,-2611.31271883,280.825,60.812,2,0.679107725596,-61.735
50_sugar_small_moves_489.pdb,87.5,0.089169753473,0.298,0.331,-48.330,49.763696419,-22.803206264,-1,-68.683,-200.927,-501.87,681.529,-2764.624,38.0105096097,3.24425086399,-41.9876759267,0.0,23.601,-111.099,-312.686,0.355143123297,-13.9633310733,98.97,-2478.39146824,-5.889,1559.170,32.0,-32.392,461,-51.877,549.979,-2535.50312492,280.647,60.812,2,0.863100558347,-61.735
50_sugar_small_moves_937.pdb,100.0,0.548641983453,0.298,0.331,-48.330,-14.8697320488,-19.2896613643,0,-68.430,-200.781,-498.36,680.746,-2769.932,-42.8474763136,4.38185472518,-41.5282036967,0.0,23.514,-111.099,-313.604,0.341453788126,-12.8257272121,97.94,-2559.24945416,-5.889,1563.075,38.0,-32.392,462,-51.856,551.537,-2600.13655339,285.374,60.812,2,0.695708396872,-61.735
50_sugar_small_moves_286.pdb,87.5,1.92441053823,0.298,0.331,-48.330,51.0608561472,-18.806046208,-2,-67.536,-200.985,-497.88,680.921,-2762.903,58.2040078403,4.82075256094,-40.1524351419,0.0,24.996,-111.099,-313.885,0.355166838308,-12.3868293763,96.91,-2458.19797,-5.889,1557.984,38.0,-32.392,460,-51.909,551.285,-2534.20596519,282.161,60.812,2,0.698382409702,-61.735
50_sugar_small_moves_852.pdb,100.0,0.605510744845,0.298,0.331,-48.330,-17.6969249695,-20.572422752,-4,-67.703,-200.863,-499.64,681.072,-2757.860,81.4569053524,5.32615191506,-41.4713349353,0.0,23.388,-111.099,-313.081,0.341445906765,-11.8814300222,89.69,-2434.94507249,-5.889,1551.982,48.0,-32.392,458,-50.956,551.116,-2602.96374631,281.267,60.812,1,0.946042196536,-61.735
50_sugar_small_moves_46.pdb,100.0,0.651930557278,0.298,0.331,-48.330,4.90677211698,-24.045593782,-1,-69.104,-200.622,-503.12,680.294,-2764.918,0.758783831541,2.10386450902,-41.4249151229,0.0,22.850,-111.099,-313.675,0.341629157696,-15.1037174282,98.97,-2515.64319401,-5.889,1559.677,36.0,-32.392,461,-52.266,550.453,-2580.36004922,282.200,60.812,2,0.749815211781,-61.735
50_sugar_small_moves_602.pdb,100.0,0.733826912116,0.298,0.331,-48.330,2.87869952615,-17.3338289804,-5,-67.570,-200.091,-496.41,682.251,-2761.433,54.5107515168,5.43101873375,-41.343018768,0.0,25.208,-111.099,-312.098,0.355087047651,-11.7765632035,94.85,-2461.89122633,-5.889,1554.582,36.0,-32.392,457,-51.564,551.137,-2582.38812181,281.178,60.812,1,0.585333438732,-61.735
50_sugar_small_moves_499.pdb,100.0,0.535396587736,0.298,0.331,-48.330,2.90463899737,-22.1151069454,-2,-68.318,-200.679,-501.19,681.001,-2765.111,1.05110708873,2.91655400242,-41.5414490924,0.0,24.477,-111.099,-313.624,0.341453788126,-14.2910279348,97.94,-2515.35087076,-5.889,1558.587,40.0,-32.392,460,-51.796,549.726,-2582.36218234,282.554,60.812,2,0.686644039098,-61.735
50_sugar_small_moves_674.pdb,100.0,0.413967878903,0.298,0.393,-48.330,-13.6770671222,-20.5360434231,-1,-67.134,-200.220,-499.61,680.739,-2757.984,7.41668745064,5.05344469643,-41.6628778012,0.0,23.889,-111.099,-312.209,0.341754108977,-12.1541372408,93.81,-2508.98529039,-5.889,1553.530,46.0,-32.392,461,-52.111,550.325,-2598.94388846,279.509,60.812,1,0.7743778216,-61.735
50_sugar_small_moves_637.pdb,100.0,0.57372260923,0.298,0.331,-48.330,4.21174322373,-18.8874298787,-3,-68.524,-200.779,-497.96,681.715,-2764.799,21.1828129068,3.95815244338,-41.5031230709,0.0,24.626,-111.099,-312.446,0.355107471499,-13.2494294939,98.97,-2495.21916494,-5.889,1558.384,32.0,-32.392,459,-51.358,551.216,-2581.05507811,282.011,60.812,2,0.486249823278,-61.735
50_sugar_small_moves_955.pdb,87.5,0.182960072126,0.298,0.331,-48.330,25.4163455967,-23.5988877954,-3,-68.032,-200.758,-502.67,681.113,-2757.394,96.7170636764,3.66365535268,-41.893885608,0.0,22.832,-111.099,-312.491,0.341735137227,-13.5439265846,93.81,-2419.68491417,-5.889,1550.903,32.0,-32.392,459,-50.991,550.913,-2559.85047574,279.240,60.812,1,0.93189014964,-61.735
50_sugar_small_moves_650.pdb,100.0,0.67003097269,0.298,0.331,-48.330,-19.1594876116,-22.5182062273,0,-68.955,-200.667,-501.59,680.368,-2764.618,14.1895268187,2.80107454939,-41.4068147074,0.0,23.337,-111.099,-313.477,0.354906233759,-14.4065073879,98.97,-2502.21245103,-5.889,1559.233,40.0,-32.392,462,-52.557,550.748,-2604.42630895,283.002,60.812,2,0.554499893391,-61.735
50_sugar_small_moves_316.pdb,100.0,0.324355938492,0.298,0.331,-48.330,10.0946663558,-21.9216836007,-1,-68.011,-200.286,-500.99,681.561,-2761.577,5.12394537501,3.45869987665,-41.7524897416,0.0,24.765,-111.099,-312.730,0.341764411745,-13.7488820606,95.88,-2511.27803247,-5.889,1555.581,46.0,-32.392,461,-52.031,550.522,-2575.17215498,279.217,60.812,1,0.8199858096,-61.735
50_sugar_small_moves_494.pdb,100.0,0.683738680423,0.298,0.331,-48.330,15.5014016118,-23.0955588367,-4,-68.670,-200.783,-502.17,680.389,-2762.600,5.66011827824,3.58732237393,-41.3931069997,0.0,23.435,-111.099,-312.211,0.355143123297,-13.6202595633,97.94,-2510.74185957,-5.889,1556.784,36.0,-32.392,458,-50.435,550.454,-2569.76541972,279.476,60.812,2,0.764203149489,-61.735
50_sugar_small_moves_769.pdb,100.0,0.809200016032,0.298,0.331,-48.330,18.3895026448,-23.1704951003,-2,-68.628,-200.694,-502.24,681.209,-2762.111,25.1888399894,2.63934656618,-41.2676456641,0.0,24.085,-111.099,-312.991,0.341629157696,-14.5682353711,98.97,-2491.21313786,-5.889,1555.795,36.0,-32.392,460,-51.949,550.806,-2566.87731869,280.240,60.812,2,0.687310537051,-61.735
50_sugar_small_moves_667.pdb,100.0,0.540601466383,0.298,0.331,-48.330,4.33704234999,-21.1234647783,-1,-68.119,-200.846,-500.19,680.914,-2761.345,27.2671315205,4.3456144124,-41.5362442137,0.0,23.270,-111.099,-312.572,0.354893991151,-12.8619675248,96.91,-2489.13484632,-5.889,1555.895,46.0,-32.392,461,-50.921,550.233,-2580.92977899,281.302,60.812,1,0.722031163416,-61.735
50_sugar_small_moves_731.pdb,87.5,2.13434184188,0.298,0.331,-48.330,29.3814776756,-18.5020335437,-3,-68.262,-200.091,-497.57,680.991,-2758.437,114.308508703,4.56171023998,-39.9425038382,0.0,25.455,-111.099,-313.292,0.355092909273,-12.6458716973,93.81,-2402.09346914,-5.889,1552.950,40.0,-32.392,459,-51.512,550.868,-2555.88534366,281.761,60.812,2,0.954440769198,-61.735
50_sugar_small_moves_600.pdb,87.5,0.220314338316,0.298,0.331,-48.330,34.1944829481,-10.6005133167,-10,-66.158,-200.091,-489.67,681.200,-2754.175,289.183285725,8.10753112243,-41.8565313418,0.0,25.808,-111.099,-311.530,0.341476164487,-9.10005081481,67.01,-2227.21869212,-5.889,1547.787,58.0,-32.392,452,-49.518,551.675,-2551.07233839,283.334,60.812,0,3.30405624677,-61.735
50_sugar_small_moves_918.pdb,100.0,0.795824057977,0.298,0.331,-48.330,-20.7957531779,-21.130393623,0,-68.660,-200.914,-500.2,681.282,-2763.634,8.71423502971,2.84773112519,-41.2810216222,0.0,24.523,-111.099,-313.429,0.341754108977,-14.3598508121,98.97,-2507.68774282,-5.889,1557.802,34.0,-32.392,462,-52.333,551.277,-2606.06257451,281.889,60.812,2,0.610488175451,-61.735
50_sugar_small_moves_264.pdb,100.0,0.669766689001,0.298,0.331,-48.330,23.5553514359,-18.2320718297,-3,-68.275,-200.729,-497.3,680.960,-2765.552,-11.2643860205,2.47730176487,-41.4070789911,0.0,27.799,-111.099,-312.973,0.341629157696,-14.7302801724,100.0,-2527.66636387,-5.889,1558.371,46.0,-32.392,459,-51.820,550.621,-2561.7114699,282.299,60.812,2,0.721715096983,-61.735
50_sugar_small_moves_492.pdb,100.0,1.93565166224,0.298,0.331,-48.330,-20.0502959048,-16.1476442283,-6,-66.766,-200.091,-495.22,681.757,-2759.483,74.2803053937,6.01297103645,-40.1411940179,0.0,24.558,-111.099,-312.632,0.341453508975,-11.1946109008,96.91,-2442.12167245,-5.889,1554.191,36.0,-32.392,456,-50.832,550.864,-2605.31711724,281.220,60.812,1,0.710795069363,-61.735
50_sugar_small_moves_690.pdb,100.0,0.377671598458,0.298,0.331,-48.330,2.84252854704,-25.4460055359,0,-68.628,-200.971,-504.52,680.565,-2763.740,11.8195558629,0.664699254539,-41.6991740817,0.0,23.223,-111.099,-312.986,0.341643824093,-16.5428826827,100.0,-2504.58242198,-5.889,1558.287,36.0,-32.392,462,-52.572,550.855,-2582.42429279,279.453,60.812,2,0.572926754951,-61.735
50_sugar_small_moves_539.pdb,100.0,0.441445437605,0.298,0.331,-48.330,24.3950875167,-22.3672779579,-2,-68.694,-200.903,-501.44,679.786,-2765.062,3.3160557656,1.93434899695,-41.6354002425,0.0,24.683,-111.099,-313.525,0.355107471499,-15.2732329403,98.97,-2513.08592208,-5.889,1558.696,28.0,-32.392,460,-51.660,550.864,-2560.87173382,282.381,60.812,2,0.531129969447,-61.735
50_sugar_small_moves_790.pdb,87.5,0.284280118417,0.298,0.331,-48.330,32.7459915382,-22.1424465831,-1,-68.722,-200.091,-501.21,680.818,-2762.216,62.9196780398,3.38017828781,-41.7925655617,0.0,22.658,-111.099,-312.985,0.355107471499,-13.8274036494,93.81,-2453.48229981,-5.889,1557.119,34.0,-32.392,461,-52.612,550.739,-2552.5208298,282.083,60.812,2,1.16201357713,-61.735
50_sugar_small_moves_416.pdb,100.0,0.613474830373,0.298,0.331,-48.330,37.6367609252,-19.4164493931,-4,-68.588,-200.948,-498.49,681.465,-2758.604,30.1118863319,3.45919247974,-41.4633708498,0.0,26.272,-111.099,-312.706,0.341466158421,-13.7483894575,91.75,-2486.29009151,-5.889,1552.200,28.0,-32.392,458,-50.934,551.158,-2547.63006041,280.202,60.812,1,0.731885857229,-61.735
