filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,Fc_glycan_rmsd,rama
50_sugar_small_moves_84.pdb,100.0,1.23536854403,0.298,0.331,-48.330,15.1259463831,-15.8538936205,-9,-67.089,-200.746,-494.93,681.822,-2757.996,156.896396379,8.10121835927,-40.8414771361,0.0,23.887,-111.099,-311.859,0.355110983631,-9.10636357797,92.78,-2359.50558147,-5.889,1551.926,46.0,-32.392,453,-48.612,550.389,-2570.14087495,281.359,60.812,1,0.976367627288,-61.735
50_sugar_small_moves_375.pdb,100.0,0.983137677939,0.298,0.331,-48.330,-20.093106892,-19.7165340071,-4,-68.029,-200.492,-498.79,681.166,-2756.993,140.153274453,5.2019977802,-41.0937080022,0.0,22.684,-111.099,-312.179,0.354889559857,-12.005584157,89.69,-2376.24870339,-5.889,1551.831,30.0,-32.392,458,-51.083,550.868,-2605.35992823,281.444,60.812,1,0.955986823695,-61.735
50_sugar_small_moves_109.pdb,87.5,0.734615570401,0.298,0.331,-48.330,59.7109949298,-11.5249428797,-4,-67.925,-200.780,-490.6,680.062,-2759.442,57.7675669291,5.61513029888,-41.3422301097,0.0,24.126,-111.099,-312.822,0.341453508975,-11.5924516384,95.88,-2458.63441092,-5.889,1554.452,28.0,-32.392,458,-50.510,557.774,-2525.55582641,282.472,60.812,1,0.861170693647,-61.735
50_sugar_small_moves_137.pdb,100.0,1.83303240349,0.298,0.331,-48.330,-25.5293188198,-17.894687676,0,-67.699,-200.770,-496.97,680.781,-2765.467,-48.873795697,3.99557856364,-40.2438132766,0.0,23.045,-111.099,-314.716,0.341754108977,-13.2120033736,96.91,-2565.27577354,-5.889,1560.041,34.0,-32.392,462,-51.343,551.490,-2610.79614016,285.676,60.812,2,0.508046145088,-61.735
50_sugar_small_moves_206.pdb,100.0,0.286730297042,0.298,0.331,-48.330,-10.1083574941,-21.2984985621,-5,-68.552,-200.877,-500.37,681.165,-2763.243,-9.21956602583,2.80209051563,-41.7901153831,0.0,24.719,-111.099,-312.679,0.355092909273,-14.4054914216,97.94,-2525.62154387,-5.889,1556.205,28.0,-32.392,457,-50.854,550.815,-2595.37517883,280.935,60.812,2,0.640732191572,-61.735
50_sugar_small_moves_550.pdb,87.5,0.573730268779,0.298,0.331,-48.330,26.7015362447,-22.3900183602,-3,-68.478,-200.375,-501.46,680.971,-2759.819,72.7517537918,4.3514413763,-41.5031154114,0.0,22.553,-111.099,-312.454,0.355110983631,-12.8561405609,95.88,-2443.65022405,-5.889,1554.345,40.0,-32.392,459,-51.124,550.596,-2558.56528509,280.328,60.812,1,0.843420444666,-61.735
50_sugar_small_moves_615.pdb,100.0,0.457400764408,0.298,0.331,-48.330,35.9896355325,-19.8421338726,-4,-68.446,-200.552,-498.91,681.288,-2756.531,59.7494542294,3.68368168248,-41.6194449157,0.0,23.965,-111.099,-312.363,0.355130958363,-13.5239002548,93.81,-2456.65252362,-5.889,1550.821,38.0,-32.392,458,-50.963,551.359,-2549.2771858,280.514,60.812,1,1.08990147748,-61.735
50_sugar_small_moves_65.pdb,87.5,0.116284462941,0.298,0.331,-48.330,41.5571350051,-18.7889707138,-5,-66.999,-200.659,-497.86,681.158,-2755.339,222.758024677,6.12524576486,-41.9605612172,0.0,22.329,-111.099,-311.541,0.341764411745,-11.0823361724,91.75,-2293.64395317,-5.889,1549.836,38.0,-32.392,457,-50.248,551.254,-2543.70968633,280.354,60.812,1,1.3779303562,-61.735
50_sugar_small_moves_668.pdb,87.5,0.637372531045,0.298,0.331,-48.330,16.3662083776,-22.6631383862,0,-68.444,-200.783,-501.73,680.849,-2763.055,43.7760147467,2.11536463802,-41.4394731491,0.0,24.078,-111.099,-313.757,0.341603418545,-15.0922172992,98.97,-2472.6259631,-5.889,1557.966,28.0,-32.392,462,-53.280,551.186,-2568.90061296,281.510,60.812,2,0.874955916466,-61.735
50_sugar_small_moves_679.pdb,100.0,0.305284297181,0.298,0.331,-48.330,-4.09946813211,-13.1386002581,-10,-66.703,-200.091,-492.21,681.865,-2749.187,316.768276609,8.53459251996,-41.7715613829,0.0,25.219,-111.099,-310.486,0.355107471499,-8.67298941727,72.16,-2199.63370124,-5.889,1542.439,36.0,-32.392,452,-48.685,551.036,-2589.36628947,280.388,60.812,0,1.742172489,-61.735
50_sugar_small_moves_252.pdb,100.0,0.432904001043,0.298,0.331,-48.330,0.499350334572,-20.4853585804,0,-68.291,-200.904,-499.56,679.689,-2765.052,-82.102010072,4.11247687487,-41.6439416791,0.0,25.374,-111.099,-313.670,0.341736187036,-13.0951050624,97.94,-2598.50398792,-5.889,1559.870,34.0,-32.392,462,-51.848,550.832,-2584.767471,282.448,60.812,2,0.990182642941,-61.735
50_sugar_small_moves_931.pdb,100.0,0.228396514988,0.298,0.331,-48.330,-10.7380645312,-20.8612710095,-4,-67.903,-200.793,-499.93,681.505,-2758.271,64.3231244408,3.60994330833,-41.8484491651,0.0,25.489,-111.099,-312.070,0.341595549734,-13.5976386289,94.85,-2452.0788534,-5.889,1551.123,26.0,-32.392,458,-50.705,551.008,-2596.00488587,278.688,60.812,1,0.709782270597,-61.735
50_sugar_small_moves_308.pdb,100.0,0.340323434219,0.298,0.331,-48.330,10.7986235778,-19.399374545,-3,-68.141,-200.091,-498.47,681.706,-2763.480,24.0002630117,4.5985892401,-41.7365222459,0.0,24.376,-111.099,-312.539,0.354906233759,-12.6089926971,94.85,-2492.40171483,-5.889,1556.718,42.0,-32.392,459,-51.724,550.843,-2574.46819776,281.867,60.812,2,0.717855555731,-61.735
50_sugar_small_moves_887.pdb,87.5,0.497129793278,0.298,0.331,-48.330,34.7903616258,-22.2316703706,-3,-68.187,-200.839,-501.3,681.515,-2756.252,125.065306435,3.68699715876,-41.5797158869,0.0,23.122,-111.099,-312.294,0.355053671993,-13.5205847785,92.78,-2391.33667141,-5.889,1550.872,34.0,-32.392,459,-50.808,550.320,-2550.47645971,279.254,60.812,1,1.35827216876,-61.735
50_sugar_small_moves_281.pdb,100.0,2.59234975731,0.298,0.331,-48.330,-12.1484224361,-12.5426639267,0,-67.991,-200.591,-491.61,681.333,-2760.157,113.098724036,6.09980264354,-39.4844959228,0.0,24.682,-111.099,-314.063,0.355143123297,-11.1077792937,95.88,-2403.30325381,-5.889,1556.732,40.0,-32.392,462,-51.234,555.219,-2597.41524377,282.458,60.812,1,0.880777250859,-61.735
50_sugar_small_moves_25.pdb,100.0,0.797442799023,0.298,0.331,-48.330,4.46811269832,-22.9931976441,-2,-68.593,-200.091,-502.06,680.902,-2760.413,4.82294201372,2.7506398556,-41.2794028811,0.0,23.947,-111.099,-312.674,0.355107471499,-14.4569420816,96.91,-2511.57903583,-5.889,1554.665,52.0,-32.392,460,-52.312,550.784,-2580.79870864,279.725,60.812,2,0.594049840991,-61.735
50_sugar_small_moves_532.pdb,87.5,0.523011131631,0.298,0.331,-48.330,33.9261366364,-20.2567472172,-5,-67.515,-200.906,-499.33,681.244,-2755.412,309.481162402,4.10129063664,-41.5538345485,0.0,23.618,-111.099,-312.004,0.354885365198,-13.1062913006,82.47,-2206.92081544,-5.889,1549.355,48.0,-32.392,457,-50.982,550.347,-2551.3406847,280.932,60.812,1,1.70390660108,-61.735
50_sugar_small_moves_6.pdb,100.0,1.07293430942,0.298,0.331,-48.330,37.6341157818,-18.5276569039,-2,-68.815,-200.091,-497.6,681.512,-2761.482,15.0888523186,4.67515844045,-41.0039113707,0.0,26.078,-111.099,-312.847,0.355130958363,-12.5324234968,94.85,-2501.31312553,-5.889,1554.456,40.0,-32.392,460,-51.093,550.015,-2547.63270555,282.673,60.812,2,0.710292337388,-61.735
50_sugar_small_moves_528.pdb,100.0,0.396907219159,0.298,0.331,-48.330,31.0119565058,-20.4478914141,-4,-67.595,-200.734,-499.52,681.358,-2758.865,73.3805997998,3.76981346373,-41.679938461,0.0,23.474,-111.099,-312.105,0.355166838308,-13.4377684735,97.94,-2443.02137805,-5.889,1552.648,38.0,-32.392,458,-50.647,550.987,-2554.25486483,279.964,60.812,1,0.945727373085,-61.735
50_sugar_small_moves_424.pdb,100.0,0.925671713559,0.298,0.331,-48.330,30.9099749783,-22.4400733528,0,-68.677,-200.824,-501.51,681.354,-2762.792,41.4563170304,3.12974358663,-41.1511739666,0.0,23.906,-111.099,-313.463,0.341643824093,-14.0778383506,97.94,-2474.94566081,-5.889,1557.492,30.0,-32.392,462,-52.559,550.762,-2554.35684636,281.295,60.812,2,0.831806397958,-61.735
50_sugar_small_moves_443.pdb,100.0,0.717551972315,0.298,0.331,-48.330,-28.6611376296,-22.6793151426,0,-68.497,-200.889,-501.75,680.912,-2765.505,-45.2516324517,5.38937308821,-41.3592937078,0.0,22.217,-111.099,-313.111,0.341445906765,-11.818208849,97.94,-2561.6536103,-5.889,1560.433,30.0,-32.392,462,-51.243,550.359,-2613.92795897,281.578,60.812,2,0.6564009029,-61.735
50_sugar_small_moves_711.pdb,100.0,0.323571523947,0.298,0.331,-48.330,29.0034393596,-22.4493429402,-3,-68.645,-200.091,-501.52,681.548,-2761.517,-0.527973734239,2.73699896719,-41.7532741562,0.0,23.845,-111.099,-313.103,0.341476164487,-14.4705829701,96.91,-2516.92995158,-5.889,1556.364,40.0,-32.392,459,-51.747,550.897,-2556.26338198,278.933,60.812,2,0.992958970126,-61.735
50_sugar_small_moves_829.pdb,100.0,0.268825956199,0.298,0.331,-48.330,-16.4056062765,-24.5357419917,0,-68.754,-200.841,-503.61,680.914,-2763.254,85.4099132108,1.60586519394,-41.8080197239,0.0,23.509,-111.099,-313.111,0.355130958363,-15.6017167433,98.97,-2430.99206463,-5.889,1557.783,40.0,-32.392,462,-52.509,551.357,-2601.67242761,279.303,60.812,2,0.613554680645,-61.735
50_sugar_small_moves_826.pdb,87.5,0.952006362376,0.298,0.331,-48.330,13.7696238718,-19.2876896422,-4,-68.569,-200.704,-498.36,681.201,-2758.675,79.1846573207,5.93579438063,-41.1248393178,0.0,23.763,-111.099,-312.460,0.341478251019,-11.2717875566,97.94,-2437.21732052,-5.889,1553.322,46.0,-32.392,458,-50.209,551.035,-2571.49719746,280.941,60.812,1,0.842995140235,-61.735
50_sugar_small_moves_661.pdb,100.0,2.19839630978,0.298,0.331,-48.330,-4.5709242267,-16.9681917155,-8,-67.339,-200.091,-496.04,681.409,-2752.389,139.056587122,8.74230481075,-39.8784493703,0.0,22.892,-111.099,-312.683,0.354885365198,-8.46527712649,89.69,-2377.34539072,-5.889,1547.963,40.0,-32.392,454,-49.180,551.050,-2589.83774556,280.333,60.812,0,0.913308356308,-61.735
50_sugar_small_moves_864.pdb,100.0,0.99977444458,0.298,0.331,-48.330,-34.5584965738,-16.3088269609,4,-68.956,-200.882,-495.38,681.911,-2762.394,25.1061113828,2.23072481831,-41.0770712355,0.0,23.853,-111.099,-313.552,0.355087047651,-14.9768571189,97.94,-2491.29586646,-5.889,1558.514,44.0,-32.392,466,-52.798,557.293,-2619.82531791,279.636,60.812,2,0.710479909928,-61.735
50_sugar_small_moves_894.pdb,100.0,0.452328848897,0.298,0.331,-48.330,19.6973127599,-22.4289163279,-2,-68.060,-201.090,-501.5,680.851,-2762.151,-5.94447507701,3.61912339367,-41.6245168312,0.0,23.553,-111.099,-312.975,0.341736187036,-13.5884585436,97.94,-2522.34645292,-5.889,1556.979,32.0,-32.392,460,-51.772,550.514,-2565.56950858,280.656,60.812,1,0.579636034437,-61.735
50_sugar_small_moves_94.pdb,100.0,0.397395451496,0.298,0.331,-48.330,21.7577398765,-21.0209542604,-2,-68.364,-200.728,-500.09,680.762,-2767.609,-51.6310125502,2.73277882202,-41.6794502286,0.0,24.055,-111.099,-313.919,0.355092909273,-14.4748031152,98.97,-2568.0329904,-5.889,1560.741,24.0,-32.392,460,-51.709,551.021,-2563.50908146,283.662,60.812,2,0.502574954128,-61.735
50_sugar_small_moves_801.pdb,100.0,0.26420066129,0.298,0.331,-48.330,29.720692112,-20.826205565,-3,-67.959,-200.936,-499.9,681.145,-2763.188,51.9056730753,4.09259224815,-41.8126450188,0.0,24.815,-111.099,-312.506,0.341754108977,-13.1149896891,96.91,-2464.49630477,-5.889,1556.860,44.0,-32.392,459,-50.971,550.059,-2555.54612922,280.787,60.812,1,0.700668552472,-61.735
50_sugar_small_moves_106.pdb,87.5,0.0375825054707,0.298,0.331,-48.330,55.0533394747,-17.1177701093,-3,-67.327,-200.987,-496.19,681.163,-2758.839,24.0075080674,5.27303454416,-42.0392631747,0.0,24.410,-111.099,-312.385,0.34159779256,-11.9345473931,97.94,-2492.39446978,-5.889,1553.984,50.0,-32.392,459,-51.244,550.404,-2530.21348186,282.636,60.812,1,1.1544066273,-61.735
50_sugar_small_moves_871.pdb,100.0,0.58224421182,0.298,0.331,-48.330,29.8953879346,-20.3644366323,-4,-68.065,-200.550,-499.44,681.166,-2758.650,88.7580752776,5.12172060574,-41.4946014683,0.0,25.117,-111.099,-312.245,0.34174634504,-12.0858613315,95.88,-2427.64390257,-5.889,1552.425,32.0,-32.392,458,-50.297,550.409,-2555.3714334,279.259,60.812,1,0.60691400058,-61.735
50_sugar_small_moves_139.pdb,100.0,0.437588259369,0.298,0.331,-48.330,-20.2455943695,-22.6520822268,-2,-68.394,-200.740,-501.72,681.076,-2762.662,12.6800807544,3.23624533468,-41.6392574208,0.0,22.608,-111.099,-312.918,0.341438976335,-13.9713366026,97.94,-2503.72189709,-5.889,1557.048,36.0,-32.392,460,-51.800,551.075,-2605.51241571,280.988,60.812,1,0.676664922787,-61.735
50_sugar_small_moves_970.pdb,100.0,0.476312131575,0.298,0.331,-48.330,-3.77714848291,-20.1844254762,-1,-68.705,-200.905,-499.26,680.580,-2765.013,14.1939017774,2.5800933779,-41.6005335486,0.0,24.226,-111.099,-313.441,0.355130958363,-14.6274885593,98.97,-2502.20807607,-5.889,1559.303,38.0,-32.392,461,-52.449,550.391,-2589.04396982,284.763,60.812,2,0.831241894677,-61.735
50_sugar_small_moves_174.pdb,100.0,0.372756897538,0.298,0.331,-48.330,11.4075495613,-23.313035978,1,-68.474,-201.744,-502.38,681.238,-2763.729,42.029583998,2.2780305481,-41.7040887826,0.0,24.172,-111.099,-313.846,0.341753577534,-14.9295513891,96.91,-2474.37239385,-5.889,1559.716,34.0,-32.392,463,-51.965,549.721,-2573.85927178,280.532,60.812,2,0.779048787838,-61.735
50_sugar_small_moves_168.pdb,87.5,0.628387360877,0.298,0.331,-48.330,-0.493687710692,-20.3906421965,-1,-68.364,-200.091,-499.46,681.650,-2760.418,82.8832815013,5.37059498225,-41.4484583193,0.0,22.481,-111.099,-312.561,0.341453508975,-11.836986955,92.78,-2433.51869634,-5.889,1556.383,56.0,-32.392,461,-51.728,550.685,-2585.76050905,280.504,60.812,1,1.11240207117,-61.735
50_sugar_small_moves_885.pdb,100.0,0.917391378432,0.298,0.331,-48.330,-14.7224960731,-21.9985771526,0,-68.785,-200.963,-501.07,681.351,-2764.341,-21.067528092,2.85169328273,-41.1594543017,0.0,24.655,-111.099,-313.313,0.341632112688,-14.3558886545,98.97,-2537.46950594,-5.889,1559.145,44.0,-32.392,462,-52.761,550.807,-2599.98931741,281.138,60.812,2,0.568443018343,-61.735
50_sugar_small_moves_392.pdb,87.5,0.213254931583,0.298,0.331,-48.330,38.8672413189,-21.9697923973,-1,-68.504,-200.870,-501.04,681.911,-2763.240,38.6438081466,1.85021975247,-41.8635907485,0.0,24.999,-111.099,-313.028,0.341736187036,-15.3573621848,98.97,-2477.7581697,-5.889,1557.930,44.0,-32.392,461,-52.333,550.802,-2546.39958002,279.297,60.812,2,0.82428282939,-61.735
50_sugar_small_moves_263.pdb,100.0,2.2972575003,0.298,0.331,-48.330,35.4122030457,-17.7084444405,-3,-68.039,-200.910,-496.78,681.850,-2759.297,117.361337789,4.54308179369,-39.7795881798,0.0,25.339,-111.099,-313.916,0.341764411745,-12.6645001436,95.88,-2399.04064006,-5.889,1555.026,30.0,-32.392,459,-51.380,551.046,-2549.85461829,281.505,60.812,1,0.766901199381,-61.735
50_sugar_small_moves_100.pdb,87.5,0.364859381215,0.298,0.331,-48.330,25.8917577709,-21.7053844881,-3,-67.768,-200.712,-500.78,680.062,-2756.814,90.2711593838,4.519911238,-41.7119862989,0.0,23.555,-111.099,-313.213,0.341453508975,-12.6876706992,86.6,-2426.13081846,-5.889,1551.385,40.0,-32.392,459,-51.068,550.674,-2559.37506357,281.126,60.812,1,1.08364889092,-61.735
50_sugar_small_moves_92.pdb,100.0,0.463335012818,0.298,0.331,-48.330,14.2609999909,-16.7399508613,-5,-67.541,-200.431,-495.81,680.537,-2757.558,127.42976215,6.94678931411,-41.6135106673,0.0,23.840,-111.099,-312.012,0.341629157696,-10.2607926231,90.72,-2388.97221569,-5.889,1551.226,36.0,-32.392,457,-50.434,551.247,-2571.00582135,283.319,60.812,1,0.940729940167,-61.735
50_sugar_small_moves_573.pdb,87.5,0.494858917391,0.298,0.331,-48.330,33.3047063384,-20.5216218205,-2,-68.113,-200.872,-499.59,681.413,-2762.034,28.7088045108,3.05681294144,-41.5819867627,0.0,24.983,-111.099,-312.781,0.355053671993,-14.1507689958,97.94,-2487.69317333,-5.889,1556.556,42.0,-32.392,460,-51.510,550.467,-2551.962115,280.303,60.812,1,0.959928022223,-61.735
50_sugar_small_moves_995.pdb,100.0,0.889396294969,0.298,0.331,-48.330,15.7545364095,-17.2784411136,-7,-67.269,-200.683,-496.35,679.284,-2757.597,35.4761208814,7.45171004164,-41.1874493852,0.0,23.747,-111.099,-312.441,0.341754108977,-9.7558718956,94.85,-2480.92585696,-5.889,1552.244,42.0,-32.392,455,-49.439,550.873,-2569.51228493,282.936,60.812,1,0.800324509276,-61.735
50_sugar_small_moves_336.pdb,100.0,0.458020702955,0.298,0.331,-48.330,-2.87067101154,-21.3355394527,0,-68.956,-200.786,-500.41,681.540,-2763.702,-0.743929140383,2.33422109218,-41.6188249772,0.0,25.007,-111.099,-313.061,0.341438976335,-14.8733608451,98.97,-2517.14590699,-5.889,1557.897,36.0,-32.392,462,-52.533,550.899,-2588.13749235,281.292,60.812,2,0.564040087964,-61.735
50_sugar_small_moves_303.pdb,100.0,0.462743494907,0.298,0.331,-48.330,12.6762875722,-22.5889109559,-4,-67.579,-200.621,-501.66,680.662,-2759.288,70.2395268664,4.31215684234,-41.6141021852,0.0,22.315,-111.099,-312.182,0.341753577534,-12.8954250949,95.88,-2446.16245098,-5.889,1553.316,38.0,-32.392,458,-51.047,550.179,-2572.59053376,280.590,60.812,1,0.779137619766,-61.735
50_sugar_small_moves_771.pdb,87.5,0.337946629938,0.298,0.331,-48.330,44.1417426737,-22.3087830719,-3,-68.397,-200.812,-501.38,681.018,-2756.412,87.3252530459,4.11150661608,-41.7388990502,0.0,22.965,-111.099,-312.130,0.355107471499,-13.0960753212,95.88,-2429.0767248,-5.889,1550.843,38.0,-32.392,459,-50.961,550.747,-2541.12507866,279.765,60.812,1,0.937777485224,-61.735
50_sugar_small_moves_143.pdb,100.0,1.24154252985,0.298,0.331,-48.330,-41.1569814281,-19.2665564211,-3,-68.540,-200.091,-498.34,681.509,-2761.122,3.12647422375,5.33523843499,-40.8353031503,0.0,24.381,-111.099,-312.419,0.341453508975,-11.8723435023,94.85,-2513.27550362,-5.889,1555.475,32.0,-32.392,459,-51.317,550.870,-2626.42380276,280.920,60.812,2,0.775175389442,-61.735
50_sugar_small_moves_896.pdb,87.5,0.784509613302,0.299,0.331,-48.330,30.4180325969,-18.7698342423,-5,-67.491,-200.917,-497.84,681.154,-2756.685,147.330572544,5.6168897462,-41.2923360668,0.0,23.771,-111.099,-311.833,0.354906233759,-11.590692191,93.81,-2369.0714053,-5.889,1550.095,20.0,-32.392,457,-50.596,551.251,-2554.84878874,281.414,60.812,1,0.974852101613,-61.735
50_sugar_small_moves_905.pdb,100.0,0.895005737084,0.298,0.331,-48.330,25.7123767089,-20.8587113791,0,-68.187,-200.989,-499.93,680.927,-2764.168,4.62054587661,2.44318597162,-41.181839943,0.0,25.327,-111.099,-313.282,0.354885365198,-14.7643959656,97.94,-2511.78143197,-5.889,1559.204,42.0,-32.392,462,-52.553,550.799,-2559.55444463,280.996,60.812,2,0.697093004845,-61.735
50_sugar_small_moves_672.pdb,100.0,0.707488004624,0.298,0.331,-48.330,-33.5372229798,-21.4321898572,-2,-68.525,-200.774,-500.5,681.305,-2758.879,42.4371300139,3.54756595751,-41.3693576755,0.0,23.324,-111.099,-312.416,0.34159779256,-13.6600159797,92.78,-2473.96484783,-5.889,1553.700,28.0,-32.392,460,-50.776,551.463,-2618.80404432,279.079,60.812,1,0.741642548847,-61.735
50_sugar_small_moves_934.pdb,100.0,0.945673485588,0.298,0.393,-48.330,-6.31066842507,-20.9509993949,-2,-68.656,-200.091,-500.02,680.784,-2767.396,9.31496960127,4.41643795734,-41.1311721945,0.0,22.921,-111.099,-313.537,0.341471405197,-12.7911439799,95.88,-2507.08700824,-5.889,1560.273,24.0,-32.392,460,-51.921,550.715,-2591.57748976,284.827,60.812,2,0.695273354957,-61.735
50_sugar_small_moves_334.pdb,100.0,0.411748926455,0.298,0.331,-48.330,40.2913291473,-21.2002886933,-5,-67.597,-200.091,-500.27,680.765,-2753.249,278.109303491,4.00424293653,-41.6650967537,0.0,24.680,-111.099,-311.876,0.354906233759,-13.2033390007,80.41,-2238.29267435,-5.889,1546.326,34.0,-32.392,457,-50.447,550.837,-2544.97549219,278.385,60.812,1,1.28657455094,-61.735
50_sugar_small_moves_50.pdb,100.0,0.228916359131,0.298,0.331,-48.330,29.1355956906,-18.6042211681,-7,-66.890,-200.091,-497.68,681.410,-2750.368,297.322136121,7.43282750265,-41.847929321,0.0,23.175,-111.099,-311.457,0.341736187036,-9.77475443459,77.32,-2219.07984172,-5.889,1544.569,36.0,-32.392,455,-49.147,550.930,-2556.13122565,278.198,60.812,1,1.43636259701,-61.735
50_sugar_small_moves_936.pdb,100.0,0.33456952985,0.298,0.331,-48.330,-23.784454989,-23.842667424,2,-69.101,-200.655,-502.91,679.745,-2765.389,-16.0682380107,2.14567242924,-41.7422761503,0.0,23.663,-111.099,-313.918,0.355107471499,-15.061909508,98.97,-2532.47021586,-5.889,1560.482,32.0,-32.392,464,-52.879,550.845,-2609.05127633,282.296,60.812,2,0.544757675517,-61.735
50_sugar_small_moves_369.pdb,87.5,0.468659319403,0.298,0.331,-48.330,32.7130164509,-21.9315856417,-3,-68.130,-200.714,-501.0,679.478,-2760.572,89.5135546191,4.5525416356,-41.6081863607,0.0,22.347,-111.099,-313.160,0.34174634504,-12.6550403016,98.97,-2426.88842323,-5.889,1556.656,36.0,-32.392,459,-51.200,550.673,-2552.55380489,281.624,60.812,2,0.901723872697,-61.735
50_sugar_small_moves_466.pdb,87.5,0.249637990059,0.298,0.331,-48.330,18.3319378076,-24.5056655148,0,-68.590,-200.781,-503.58,680.274,-2763.584,33.5123772483,1.51150951933,-41.8272076901,0.0,23.338,-111.099,-314.318,0.341643824093,-15.6960724179,97.94,-2482.8896006,-5.889,1559.549,42.0,-32.392,462,-52.777,549.883,-2566.93488353,281.433,60.812,2,1.00099840399,-61.735
50_sugar_small_moves_807.pdb,87.5,0.242763605659,0.299,0.331,-48.330,33.8327886709,-18.0402194584,-6,-67.449,-200.719,-497.11,680.167,-2754.677,81.7545576815,6.41113186689,-41.8340820745,0.0,24.066,-111.099,-312.169,0.354899796644,-10.7964500704,92.78,-2434.64742016,-5.889,1549.240,38.0,-32.392,456,-48.655,550.639,-2551.43403267,280.451,60.812,1,1.09397831085,-61.735
50_sugar_small_moves_451.pdb,100.0,0.682588847599,0.298,0.331,-48.330,-8.97966470234,-16.3385578643,-5,-67.443,-200.501,-495.41,681.674,-2758.807,41.8722328697,6.34813447297,-41.3942568325,0.0,24.800,-111.099,-312.013,0.354889559857,-10.8594474643,94.85,-2474.52974498,-5.889,1552.069,30.0,-32.392,457,-50.916,550.948,-2594.24648604,282.785,60.812,1,0.917205317072,-61.735
50_sugar_small_moves_476.pdb,100.0,0.640478716373,0.298,0.331,-48.330,-1.96302223031,-22.1571780093,-2,-68.421,-200.882,-501.23,680.434,-2763.805,-0.435975490156,2.70364706367,-41.4363669638,0.0,24.440,-111.099,-313.047,0.355107471499,-14.5039348736,97.94,-2516.83795334,-5.889,1558.807,40.0,-32.392,460,-52.402,550.124,-2587.22984357,281.527,60.812,2,0.627465450052,-61.735
50_sugar_small_moves_441.pdb,100.0,2.01893470168,0.298,0.331,-48.330,50.7269707828,-16.7517137011,-3,-67.384,-200.814,-495.82,681.272,-2755.100,114.887802874,6.0412342944,-40.0579109785,0.0,24.564,-111.099,-313.339,0.354899796644,-11.1663476428,90.72,-2401.51417497,-5.889,1550.008,22.0,-32.392,459,-50.811,551.858,-2534.53985055,281.929,60.812,1,0.78524705309,-61.735
50_sugar_small_moves_956.pdb,100.0,0.0994002622274,0.298,0.331,-48.330,-23.3409396765,-21.8234574485,-3,-68.323,-200.133,-500.89,681.565,-2759.205,107.577735648,4.62932536044,-41.9774454179,0.0,23.151,-111.099,-311.844,0.355110983631,-12.5782565768,93.81,-2408.8242422,-5.889,1552.357,34.0,-32.392,459,-51.053,550.701,-2608.60776101,279.893,60.812,1,0.627664816431,-61.735
50_sugar_small_moves_96.pdb,100.0,0.706967820915,0.298,0.331,-48.330,14.9867932211,-23.0883255929,3,-69.092,-200.709,-502.16,681.114,-2763.433,27.198799941,1.65185936515,-41.3698778592,0.0,24.954,-111.099,-313.763,0.355118557518,-15.5557225721,98.97,-2489.2031779,-5.889,1559.392,38.0,-32.392,465,-53.467,550.550,-2570.28002812,280.298,60.812,2,0.766683898452,-61.735
50_sugar_small_moves_83.pdb,100.0,1.30978505472,0.298,0.331,-48.330,-9.60816164449,-21.6612191519,1,-68.654,-200.719,-500.73,680.719,-2766.855,-4.40160401825,3.94698250002,-40.7670606254,0.0,24.157,-111.099,-314.095,0.341764411745,-13.2605994372,98.97,-2520.80358186,-5.889,1560.560,34.0,-32.392,463,-52.367,551.219,-2594.87498298,283.308,60.812,2,0.577244436635,-61.735
50_sugar_small_moves_26.pdb,100.0,0.474848923176,0.298,0.331,-48.330,33.1826806741,-21.5449614111,0,-68.651,-200.896,-500.62,679.980,-2763.354,69.0205889169,1.97503637878,-41.601996757,0.0,24.551,-111.099,-314.227,0.341445906765,-15.2325455585,97.94,-2447.38138893,-5.889,1559.217,36.0,-32.392,462,-52.957,550.075,-2552.08414066,283.651,60.812,2,0.735785123186,-61.735
50_sugar_small_moves_104.pdb,100.0,0.525481477689,0.298,0.331,-48.330,14.8523718406,-20.0271865372,-7,-67.749,-200.091,-499.1,681.055,-2753.497,75.2759730683,5.96661995762,-41.5513642024,0.0,22.825,-111.099,-311.081,0.355087047651,-11.2409619796,88.66,-2441.12600478,-5.889,1547.470,42.0,-32.392,455,-49.557,550.607,-2570.4144495,278.924,60.812,0,1.12828102564,-61.735
