filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,Fc_glycan_rmsd_after_reset,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,atom_pair_constraint,Fc_glycan_rmsd,rama
50_sugar_small_moves_369.pdb,87.5,4.18096560942,0.294,4.192,-48.330,37.740922175,283.903394593,-8,-64.925,-200.640,-969.17,692.942,-2792.520,101.058504256,20.8449079245,7.66805801264,-58.3551844874,0.0,44.686,-111.099,-314.829,6.41077076668,-19.912588878,76.29,-2415.34347359,-5.889,798.821,48.0,-32.392,454,-49.997,553.531,-2547.52589916,342.220,60.812,1,215.692,6.35711783912,-61.735
50_sugar_small_moves_466.pdb,100.0,0.269822479916,0.298,0.239,-48.330,20.4302036624,-11.8703200023,-3,-66.937,-200.858,-1264.94,690.961,-2783.797,-44.4750307477,2.30331549,6.29481811215,-62.2663276169,0.0,27.426,-111.099,-317.555,12.2457434445,-38.4541813124,97.94,-2560.87700859,-5.889,793.437,58.0,-32.392,459,-50.968,553.423,-2564.83661767,285.438,60.812,2,2.585,0.754659400418,-61.735
50_sugar_small_moves_807.pdb,100.0,0.377888194771,0.294,0.239,-48.330,-29.0209857363,5.84406563419,-2,-66.805,-201.050,-1247.23,688.489,-2782.478,-165.723069398,4.55549874603,6.47444256282,-62.158261902,0.0,30.287,-111.099,-319.289,9.13989201696,-36.2019980564,94.85,-2682.12504724,-5.889,794.064,66.0,-32.392,460,-50.306,552.721,-2614.28780707,297.916,60.812,2,7.325,1.65741761858,-61.735
50_sugar_small_moves_451.pdb,75.0,8.47468101837,0.299,3.144,-48.330,-195.137770385,3228.36132243,-10,-65.416,-200.091,1975.29,686.337,-2746.735,841.652677248,44.6945594861,7.70633197209,-54.0614690784,0.0,35.643,-111.099,-312.140,10.8337943118,3.9370626837,37.11,-1674.7493006,-5.889,776.210,0.0,-32.392,452,-47.908,580.253,-2780.40459172,354.609,60.812,0,3109.720,10.8337943118,-61.735
50_sugar_small_moves_476.pdb,87.5,-0.211790884498,0.291,0.271,-48.330,-95.7839641162,64.4900916119,-1,-68.303,-202.253,-1188.58,693.998,-2782.900,-332.137126282,8.66053284144,6.39583629145,-62.7479409813,0.0,44.027,-111.099,-317.224,12.4420790596,-32.096963961,82.47,-2848.53910413,-5.889,796.672,60.0,-32.392,461,-48.944,555.770,-2681.05078545,310.853,60.812,1,27.795,2.93775737817,-61.735
50_sugar_small_moves_441.pdb,87.5,-0.0370607361444,0.294,0.239,-48.330,40.9945882376,26.7945755558,-1,-67.439,-201.241,-1226.28,694.922,-2779.689,-75.8281642156,8.11193839744,7.004282555,-62.5732108329,0.0,34.854,-111.099,-318.087,7.54250830965,-32.645558405,92.78,-2592.23014206,-5.889,794.319,50.0,-32.392,461,-49.359,555.659,-2544.2722331,295.933,60.812,0,11.953,1.99620822405,-61.735
50_sugar_small_moves_956.pdb,87.5,-0.295444738538,0.294,0.129,-48.330,23.9238020765,199.42189344,-6,-66.414,-200.293,-1053.65,696.888,-2784.041,47.9429689433,16.6492736059,5.01716205835,-62.8315948353,0.0,53.374,-111.099,-311.597,11.4794235952,-24.1082231966,79.38,-2468.4590089,-5.889,797.613,64.0,-32.392,456,-48.673,555.391,-2561.34301926,351.631,60.812,0,100.682,3.48745566996,-61.735
50_sugar_small_moves_96.pdb,100.0,0.278814706701,0.295,0.505,-48.330,-86.6596465254,187.004004563,-4,-67.079,-200.091,-1066.07,696.698,-2790.373,-300.393473455,13.688080161,6.21117709128,-62.2573353901,0.0,41.321,-111.099,-316.753,10.4939935234,-27.0694166414,77.32,-2816.7954513,-5.889,801.535,60.0,-32.392,458,-49.865,558.258,-2671.92646786,331.536,60.812,0,126.580,4.71750143004,-61.735
50_sugar_small_moves_83.pdb,100.0,2.42197100673,0.292,0.239,-48.330,13.8481714451,26.5195880015,-1,-66.547,-200.643,-1226.55,694.156,-2791.235,-19.2444502396,6.89110887536,5.64279572537,-60.1141790901,0.0,29.791,-111.099,-317.652,5.61072344685,-33.8663879271,94.85,-2535.64642808,-5.889,798.875,40.0,-32.392,461,-51.016,561.750,-2571.41864989,299.800,60.812,1,14.273,1.37818043027,-61.735
50_sugar_small_moves_26.pdb,100.0,0.134876438913,0.292,0.239,-48.330,-27.703262151,17.5919273391,-5,-66.898,-200.494,-1235.48,683.849,-2766.365,34.3588541785,11.4543378166,5.68913102326,-62.4012736579,0.0,34.119,-111.099,-312.243,5.87800744191,-29.3031589858,82.47,-2482.04312367,-5.889,783.629,70.0,-32.392,457,-48.114,555.806,-2612.97008349,287.550,60.812,1,11.783,1.40945347634,-61.735
